도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
설민석의 통일 대모험(상): 분단 편(양장본 HardCover),"설쌤, 왜 통일을 해야 하죠?",20180831,어린이(초등),13000,9.7,160,1,11,170,1
데미안(세계문학전집 44),,20090120,소설,8000,9.4,240,1,3,171,1
어떻게 민주주의는 무너지는가,우리가 놓치는 민주주의 위기 신호,20181002,정치/사회,16800,9.3,352,1,15,172,1
백종원이 추천하는 집밥 메뉴 55(백종원이 추천하는 집밥 메뉴 3),,20170421,요리,9900,9.3,152,1,18,173,1
호밀밭의 파수꾼(세계문학전집 47),,20090120,소설,8000,9.5,286,0,8,174,1
스물아홉 생일 1년 후 죽기로 결심했다,제1회 일본감동대상 대상 수상작,20120720,시/에세이,12800,9.2,235,0,21,175,1
빨강머리 앤이 하는 말,아직 너무 늦지 않았을 우리에게,20160715,시/에세이,16000,9.3,336,1,12,176,1
일취월장,일을 잘하기 위한 8가지 원리,20171207,경제/경영,22000,8.8,576,1,4,177,1
헬로카봇 백악기 시대,극장판 애니메이션북,20180816,어린이(초등),10000,10,176,0,11,178,1
우울할 땐 뇌과학,최신 뇌과학과 신경생물학은 우울증을 어떻게 해결하는가,20180312,인문,17000,9.3,336,1,9,179,1
곤충의 진화(만화로 배우는)(한빛비즈 교양툰),,20181015,과학,17800,9.8,352,1,6,180,1
그냥 흘러넘쳐도 좋아요,혼자여서 즐거운 밤의 밑줄 사용법,20181017,시/에세이,15000,9,264,1,12,181,1
컴 클로저(양장본 HardCover),나를 안전하게 지키면서 세상과 가까워지는 심리 수업,20181022,인문,14000,9.1,240,1,5,182,1
순애몽(샌드박스노블)(양장본 HardCover),,20180825,어린이(초등),11000,9.4,156,0,3,183,1
일본의 주식 부자들,나는 이런 생각으로 이 회사 주식을 샀다!,20181010,경제/경영,18500,8.9,304,1,10,184,1
퇴근길 인문학 수업: 전환,지금과는 다른 시선으로 나를 돌아보기,20180928,인문,17000,9.4,460,1,14,185,1
하이큐!!. 32,,20181031,만화,5000,9.6,200,0,9,186,1
모두 거짓말을 한다,구글 트렌드로 밝혀낸 충격적인 인간의 욕망,20180617,경제/경영,18000,8.6,360,1,10,187,1
바깥은 여름,김애란 소설,20170628,소설,13000,9.2,272,1,6,188,1
군주론(4판),,20150210,인문,10000,9.7,267,1,3,189,1
댄 애리얼리 부의 감각,,20180725,경제/경영,18000,8.8,444,1,12,190,1
여덟 단어,인생을 대하는 우리의 자세,20130520,인문,15000,9.4,237,1,5,191,1
참 소중한 너라서(있는 그대로),지금도 충분히 아름다운 당신에게,,,,9.1,0,0,9,192,1
서울이 아니어도 오를 곳은 오른다(반양장),수도권 지방 부동산의 미래 가치 분석,20180822,경제/경영,18000,8.6,420,1,18,193,1
부의 본능,슈퍼리치가 되는 9가지 방법,20180814,경제/경영,13800,9.4,248,1,5,194,1
직장인을 위한 실무 엑셀(개정판),실전! 비즈니스 엑셀 완전 정복,20190304,컴퓨터/IT,21000,9.3,492,1,13,195,1
사악한 여왕(디즈니의 악당들 1),,20181005,소설,13000,9.5,272,1,6,196,1
해커스 보카(Hackers Vocabulary)(개정판 2판),토플/IELTS/텝스/공무원/SAT/특목고,20150701,외국어,16900,9.3,366,0,6,197,1
지금 하지 않으면 언제 하겠는가,세계 최고 멘토들의 인생 수업,20180423,자기계발,15000,8.6,334,1,17,198,1
제0호(양장본 HardCover),움베르토 에코 장편소설,20181030,소설,13800,9.2,336,1,3,199,1
트렌드 코리아 2019,서울대 소비트렌드 분석센터의 2019 전망,20181026,경제/경영,17000,9.2,456,1,12,1,1
12가지 인생의 법칙,혼돈의 해독제,20181030,인문,16800,9,552,1,11,2,1
골든아워. 1,"생과 사의 경계, 중증외상센터의 기록 2002~2013",20181002,시/에세이,15800,9.8,438,1,7,3,1
죽고 싶지만 떡볶이는 먹고 싶어,백세희 에세이,20180620,시/에세이,13800,8.6,208,1,17,4,1
모든 순간이 너였다(리커버 솜사탕 에디션),"반짝반짝 빛나던 우리의 밤을, 꿈을, 사랑을 이야기하다",20180216,시/에세이,13800,8.7,272,1,10,5,1
돌이킬 수 없는 약속,,20170202,소설,15000,8.6,380,1,11,6,1
수미네 반찬,김수미표 요만치 레시피북,20181030,요리,17000,9.3,264,1,6,7,1
나는 나로 살기로 했다,,20200316,시/에세이,13800,9,288,1,12,8,1
우리가 보낸 가장 긴 밤,이석원 산문,20181112,시/에세이,13800,9.4,352,0,13,9,1
하마터면 열심히 살 뻔했다,야매 득도 에세이,20180423,시/에세이,15000,8.9,288,1,14,10,1
언어의 온도(3주년 150만부 기념 에디션),말과 글에는 나름의 따뜻함과 차가움이 있다,20160819,시/에세이,13800,8.8,308,1,6,11,1
"곰돌이 푸, 행복한 일은 매일 있어",아직 행복을 기다리는 우리에게,20180312,시/에세이,12000,9.1,160,1,19,12,1
당신이 옳다(교보문고 단독 리커버)(찰스 장 아트 에디션),정혜신의 적정심리학,20181010,인문,15800,9.2,316,1,6,13,1
초격차(양장본 HardCover),넘볼 수 없는 차이를 만드는 격,20180910,경제/경영,18000,9.4,336,1,3,14,1
심리학이 이렇게 쓸모 있을 줄이야,,20190325,자기계발,13000,9.2,280,1,18,15,1
나미야 잡화점의 기적(양장본 HardCover),,20121219,소설,14800,9.3,456,1,11,16,1
무례한 사람에게 웃으며 대처하는 법,"인생자체는 긍정적으로, 개소리에는 단호하게",20180108,시/에세이,13800,8.8,264,1,19,17,1
21세기를 위한 21가지 제언,더 나은 오늘은 어떻게 가능한가,20180903,인문,22000,8.9,560,1,16,18,1
82년생 김지영(오늘의 젊은 작가 13)(양장본 HardCover),조남주 장편소설,20161014,소설,13000,8.9,192,1,8,19,1
오늘처럼 내가 싫었던 날은 없다,무너진 자존감을 일으켜줄 글배우의 마음 수업,20180907,인문,16000,9.4,296,1,17,20,1
작별,2018년 제12회 김유정문학상 수상작품집,20181019,소설,12000,9.4,224,0,2,21,1
열두 발자국,생각의 모험으로 지성의 숲으로 지도 밖의 세계로 이끄는 열두 번의 강의,20180702,인문,16800,9,400,1,6,22,1
어떻게 살 것인가,,20130313,인문,15000,9.2,342,1,9,23,1
사피엔스,유인원에서 사이보그까지 인간 역사의 대담하고 위대한 질문,20151124,인문,22000,9.3,636,1,4,24,1
비커밍,,20181114,인문,22000,9.6,568,1,3,25,1
설민석의 한국사 대모험. 8,"위기극복 편: 온달, 두 마리 토끼를 잡아라!",20181024,어린이(초등),10500,9.6,204,1,15,26,1
뼈 있는 아무 말 대잔치,이왕이면 뼈 있는 아무 말을 나눠야 한다,20180913,시/에세이,15800,9.2,372,1,13,27,1
역사의 역사,History of Writing History,20180625,역사/문화,16000,9.2,340,1,6,28,1
제0호(양장본 HardCover),움베르토 에코 장편소설,20181030,소설,13800,9.2,336,1,3,29,1
개인주의자 선언,판사 문유석의 일상유감,20150923,인문,13500,9.1,280,1,8,30,1
원피스. 90: 성지 마리조아,,20181031,만화,5000,9.6,212,0,16,31,1
퇴근길 인문학 수업: 멈춤,바쁜 걸음을 멈추고 나를 둘러싼 세계와 마주하기,20180915,인문,17000,9.3,512,1,14,32,1
식사가 잘못됐습니다,의사가 가르쳐주는 최강의 식사 교과서,20180919,건강,14500,9.3,300,1,10,33,1
아몬드(양장본 HardCover),손원평 장편소설,20170331,소설,12000,9.3,263,0,3,34,1
나도 아직 나를 모른다,뇌과학과 임상심리학이 부서진 마음에게 전하는 말,20181025,인문,14800,9.3,223,0,12,35,1
네이티브 영어표현력 사전,진짜 영어로 가는 17가지 핵심 법칙,20181025,외국어,25000,9.6,624,1,13,36,1
오늘은 이만 좀 쉴게요(The cat edition),,20180726,시/에세이,13000,9.3,248,0,12,37,1
이기적 유전자(40주년 기념판),,20181020,과학,20000,9.3,632,1,7,38,1
말의 품격,말과 사람과 품격에 대한 생각들,20190318,인문,14500,8.7,232,1,5,39,1
말 그릇(비울수록 사람을 더 채우는),,20170922,자기계발,15000,8.9,308,1,4,40,1
해커스 토익 기출 보카(TOEIC VOCA),최신 기출 토익 어휘수록·영단어 30일 완성,20180810,외국어,12900,9.5,567,0,12,41,1
"곰돌이 푸, 서두르지 않아도 괜찮아",언제나 오늘이 처음인 우리에게,20180508,시/에세이,13800,9.3,216,0,19,42,1
업의 그릇을 비워라,,20181105,종교,15000,9.6,356,0,10,43,1
150년 하버드 글쓰기 비법,SNS부터 보고서까지 이 공식 하나면 끝,20181105,자기계발,14500,8.7,304,1,15,44,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,45,1
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주 시집,20150620,시/에세이,10000,9.2,184,0,11,46,1
마흔이 되기 전에(양장본 HardCover),젊은 독자를 위한 세계 최고들의 인생 조언,20181015,자기계발,16800,9.3,384,1,9,47,1
오윤섭의 부동산 가치투자,상승장에서도 하락장에서도 실패하지 않는,20181107,경제/경영,18500,8.9,376,1,13,48,1
그냥 흘러넘쳐도 좋아요,혼자여서 즐거운 밤의 밑줄 사용법,20181017,시/에세이,15000,9,264,1,12,49,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,50,1
룬의 아이들 블러디드. 1(양장본 HardCover),전민희 장편 판타지,20181123,소설,14500,9.6,344,0,14,51,1
인생 우화(양장본 HardCover),천사의 실수로 세상의 바보들이 한 마을에 모여 살게 되었다,20180730,소설,16000,9,356,1,5,52,1
마법천자문. 43: 약속해라! 맺을 약,,20181010,어린이(초등),9800,9.7,159,0,21,53,1
살인의 문. 1(양장본 HardCover),,20180831,소설,14800,9.3,364,1,8,54,1
부자언니 1억 만들기,,20181030,경제/경영,16000,9.6,320,0,11,55,1
가면산장 살인사건(양장본 HardCover),,20140926,소설,14800,9.3,336,0,9,56,1
지적 대화를 위한 넓고 얕은 지식,"역사, 경제, 정치, 사회, 윤리 편",20170117,인문,16000,9.1,376,0,18,57,1
참을 수 없는 존재의 가벼움(양장본 HardCover),,20180620,소설,15000,9.3,520,0,15,58,1
하워드 막스 투자와 마켓 사이클의 법칙,주식시장의 흐름을 꿰뚫어보는 단 하나의 투자 바이블,20181105,경제/경영,18000,9.1,436,1,21,59,1
노르웨이의 숲(양장본 HardCover),,20170807,소설,15000,9.1,572,1,7,60,1
좀비고등학교 코믹스. 9,,20181015,어린이(초등),9800,9.5,160,0,13,61,1
10년 동안 적금밖에 모르던 39세 김 과장은 어떻게 1년 만에 부동산 천재가 됐을까?,5년 만에 자산을 100배로 불린 투자고수 렘군의 단기속성 부동산 스쿨,20180915,경제/경영,16800,9.4,344,1,48,62,1
나는 그것에 대해 아주 오랫동안 생각해,김금희 짧은 소설,20181030,소설,13500,8.9,256,1,21,63,1
머신 플랫폼 크라우드,트리플레볼루션의 시대가 온다,20181026,경제/경영,18000,9,456,1,11,64,1
약간의 거리를 둔다,소노 아야코 에세이,20161020,시/에세이,9900,8.6,160,1,10,65,1
거울 속 외딴 성(양장본 HardCover),,20180831,소설,16500,9.6,640,0,9,66,1
디지털 트렌드 2019,"인공지능 플랫폼 전쟁의 시작, 혁신만이 유일한 생존 전략이다!",20181030,경제/경영,15000,8.8,244,1,12,67,1
세상에서 가장 짧은 세계사,"2,000년 유럽의 모든 역사를 이해하기 위한 최소한의 지식",20171107,역사/문화,16000,8.9,296,1,14,68,1
제2차 코인 전쟁,본 게임은 이미 시작됐다. 더 거대한 파도가 덮쳐온다!,20181015,경제/경영,16000,9.8,278,1,9,69,1
해커스 토익 RC 리딩(Hackers TOEIC Reading)(개정판),본 교재 무료 동영상강의 제공 | 단어암기장(별책) & 단어암기 MP3 제공,20181224,외국어,18800,9.4,804,0,12,70,1
마흔에게,기시미 이치로의 다시 살아갈 용기에 대하여,20181005,자기계발,14000,9.1,256,1,4,71,1
어디서 살 것인가,우리가 살고 싶은 곳의 기준을 바꾸다,20180530,인문,16000,8.9,380,1,9,72,1
왜 나는 너를 사랑하는가(개정판)(양장본 HardCover),,20130115,소설,12000,9.1,278,1,13,73,1
매스커레이드 나이트(양장본 HardCover),히가시노 게이고 장편소설,20180830,소설,14800,9.5,556,1,10,74,1
Who? Special 손흥민(아시안 게임 금메달 기념 한정판)(양장본 HardCover),,20181015,어린이(초등),12800,9.6,180,1,16,75,1
나에게 고맙다,"가장 흔한 말, 정작 나에게 하지 못한 인사",20160701,시/에세이,13800,9.3,272,1,7,76,1
부의 추월차선,부자들이 말해 주지 않는 진정한 부를 얻는 방법,20130820,경제/경영,15000,8.9,392,1,7,77,1
완벽한 공부법,모든 공부의 최고의 지침서,20170106,자기계발,19800,9,516,1,7,78,1
"오해하지 않는 연습, 오해받지 않을 권리",타인이라는 감옥에서 나를 지키는 힘,20180928,인문,15000,9.4,340,1,22,79,1
떨림과 울림,물리학자 김상욱이 바라본 우주와 세계 그리고 우리,20181107,과학,15000,9.3,272,1,6,80,1
슬픔을 공부하는 슬픔,신형철 산문,20180922,시/에세이,16000,9.5,428,1,11,81,1
곤충의 진화(만화로 배우는)(한빛비즈 교양툰),,20181015,과학,17800,9.8,352,1,6,82,1
참 애썼다 그것으로 되었다(10만부 판매 기념 한정판 에디션),,20191115,시/에세이,14000,9.5,396,0,14,83,1
호모 데우스,미래의 역사,20170519,인문,22000,9.3,630,1,6,84,1
대한민국에 이런 학교가 있었어?,"인생을 바꾸는 꿈의 1년, 벤자민인성영재학교 이야기",20181022,인문,16000,9.7,268,1,17,85,1
쇼코의 미소,최은영 소설,20190620,소설,12000,9.5,296,1,6,86,1
코스모스(보급판),,20100120,과학,18500,9.2,719,1,4,87,1
부동산 상식사전,"전·월세, 내집, 상가, 토지, 경매까지 처음 만나는 부동산의 정석",20170228,경제/경영,16500,9.3,544,0,8,88,1
당신이 허락한다면 나는 이 말 하고 싶어요,"김제동과 나, 우리가 살아가는 법",20180905,시/에세이,16000,9,400,1,23,89,1
오직 두 사람,김영하 소설,20170525,소설,13000,9.2,272,1,7,90,1
2019년 경제 전망(한 권으로 먼저 보는),세계 그리고 한국 경제를 관통하는 중대한 흐름과 최신 트렌드 19가지,20181115,경제/경영,15500,9.3,240,1,11,91,1
끌리는 사람은 매출이 다르다: 실천편,한 달 만에 수익을 30배 올렸던 특별한 노하우,20181027,경제/경영,12000,8.7,294,1,20,92,1
말투 하나 바꿨을 뿐인데,"일,사랑,관계가 술술 풀리는 40가지 심리 기술",20170317,자기계발,13000,8.2,216,1,13,93,1
한때 소중했던 것들(볕뉘 에디션),이기주 산문집,20180709,시/에세이,14000,9.1,244,1,10,94,1
해커스 토익 LC 리스닝(Hackers TOEIC Listening)(개정판 7판),무료 실전문제 해설강의 | 단어암기장(별책) & 단어암기 MP3 제공,20190130,외국어,18800,9.5,626,0,13,95,1
꾸뻬 씨의 핑크색 안경,,20180928,소설,15000,9.2,336,1,12,96,1
인간 실격(세계문학전집 103),,20120410,소설,8000,9.3,192,1,5,97,1
컴 클로저(양장본 HardCover),나를 안전하게 지키면서 세상과 가까워지는 심리 수업,20181022,인문,14000,9.1,240,1,5,98,1
타이탄의 도구들(리커버 에디션),,20200309,자기계발,15000,9.2,367,1,8,99,1
미등록자(블랙 앤 화이트 77),,20181022,소설,13800,9.6,450,1,4,100,1
총 균 쇠,무기 병균 금속은 인류의 운명을 어떻게 바꿨는가,20051219,역사/문화,28000,9.1,751,0,5,101,1
굿 라이프(양장본 HardCover),내 삶을 바꾸는 심리학의 지혜,20180620,자기계발,17000,8.6,284,1,5,102,1
방구석 미술관(10만 부 기념 스페셜 에디션),오르세 미술관,20200505,예술/대중문화,16800,9.4,344,1,7,103,1
하루 5분 엄마의 말습관,일상의 작은 언어에서 시작되는 아이의 놀라운 기적,20180806,가정/육아,14800,9.6,304,1,13,104,1
Go Go 카카오프렌즈. 4: 미국,세계 역사 문화 체험 학습만화,20180927,어린이(초등),12000,9.7,176,0,19,105,1
담백하게 산다는 것(양장본 HardCover),불필요한 감정에 의연해지는 삶의 태도,20181017,인문,15000,8.9,240,1,10,106,1
영어회화 100일의 기적,100일 후에는 나도 영어로 말한다!,20150525,외국어,13500,8.8,256,1,13,107,1
대한민국 트렌드 2019,1인 체제가 불러온 소비 축소,20181105,경제/경영,16000,8.9,352,1,13,108,1
라틴어 수업(지적이고 아름다운 삶을 위한),,20190429,인문,15000,9.2,312,1,6,109,1
"미키 마우스, 나 자신을 사랑해줘",세상 가장 소중한 당신에게,20181102,시/에세이,13800,9.5,216,1,18,110,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,111,1
"미키 마우스, 오늘부터 멋진 인생이 시작될 거야",작은 용기가 필요한 당신에게,20180914,시/에세이,13800,9.4,212,1,26,112,1
오직 스스로의 힘으로 백만장자가 된 사람들의 52가지 공통점,,20181119,자기계발,15800,9.4,252,1,33,113,1
연애 잘 하고 싶은데 방법을 모르겠어,연애는 원래 이런 건가요?,20180914,자기계발,14800,9.1,240,1,20,114,1
